rank	name	country	gender	birthday	rating	age	title
72.	Gyimesi, Zoltan 	HUN	M	1977	2674	38	GM
73.	Rodshtein, Maxim 	ISR	M	1989	2673	26	GM
74.	Areshchenko, Alexander 	UKR	M	1986	2672	29	GM
75.	Lysyj, Igor 	RUS	M	1987	2671	28	GM
76.	Hou, Yifan 	CHN	F	1994	2671	21	GM
77.	Bareev, Evgeny 	CAN	M	1966	2669	49	GM
78.	Granda Zuniga, Julio E 	PER	M	1967	2667	48	GM
79.	Negi, Parimarjan 	IND	M	1993	2664	22	GM
80.	Rapport, Richard 	HUN	M	1996	2663	19	GM
81.	Onischuk, Alexander 	USA	M	1975	2662	40	GM
82.	Popov, Ivan 	RUS	M	1990	2661	25	GM
83.	Dubov, Daniil 	RUS	M	1996	2661	19	GM
84.	Zvjaginsev, Vadim 	RUS	M	1976	2660	39	GM
85.	Inarkiev, Ernesto 	RUS	M	1985	2660	30	GM
86.	Fedoseev, Vladimir 	RUS	M	1995	2659	20	GM
87.	Bruzon Batista, Lazaro 	CUB	M	1982	2659	33	GM
88.	Sadler, Matthew D 	ENG	M	1974	2659	41	GM
89.	Postny, Evgeny 	ISR	M	1981	2658	34	GM
90.	Najer, Evgeniy 	RUS	M	1977	2658	38	GM
91.	Tkachiev, Vladislav 	FRA	M	1973	2658	42	GM
92.	Duda, Jan-Krzysztof 	POL	M	1998	2658	17	GM
93.	Movsesian, Sergei 	ARM	M	1978	2658	37	GM
94.	Lautier, Joel 	FRA	M	1973	2658	42	GM
95.	Balogh, Csaba 	HUN	M	1987	2657	28	GM
96.	Sjugirov, Sanan 	RUS	M	1993	2657	22	GM
97.	Safarli, Eltaj 	AZE	M	1992	2657	23	GM
98.	Mamedov, Rauf 	AZE	M	1988	2657	27	GM
99.	Bukavshin, Ivan 	RUS	M	1995	2657	20	GM
100.	Zhigalko, Sergei 	BLR	M	1989	2656	26	GM
101.	Smirin, Ilia 	ISR	M	1968	2655	47	GM
102.	Gajewski, Grzegorz 	POL	M	1985	2654	30	GM
103.	Meier, Georg 	GER	M	1987	2654	28	GM
104.	Gharamian, Tigran 	FRA	M	1984	2654	31	GM
105.	Nielsen, Peter Heine 	DEN	M	1973	2654	42	GM
106.	Ivanisevic, Ivan 	SRB	M	1977	2653	38	GM
107.	Khairullin, Ildar 	RUS	M	1990	2652	25	GM
108.	Ganguly, Surya Shekhar 	IND	M	1983	2652	32	GM
109.	Vidit, Santosh Gujrathi 	IND	M	1994	2651	21	GM
110.	Khismatullin, Denis 	RUS	M	1984	2651	31	GM
111.	Fridman, Daniel 	GER	M	1976	2649	39	GM
112.	Motylev, Alexander 	RUS	M	1979	2649	36	GM
113.	Grachev, Boris 	RUS	M	1986	2649	29	GM
114.	Berkes, Ferenc 	HUN	M	1985	2648	30	GM
115.	Akopian, Vladimir 	ARM	M	1971	2648	44	GM
116.	Grandelius, Nils 	SWE	M	1993	2647	22	GM
117.	Efimenko, Zahar 	UKR	M	1985	2647	30	GM
118.	Riazantsev, Alexander 	RUS	M	1985	2646	30	GM
119.	Afromeev, Vladimir 	RUS	M	1954	2646	61	FM
120.	Dreev, Aleksey 	RUS	M	1969	2644	46	GM
121.	Salov, Valery 	RUS	M	1964	2644	51	GM
122.	Quesada Perez, Yuniesky 	CUB	M	1984	2643	31	GM
123.	Zhou, Weiqi 	CHN	M	1986	2643	29	GM
124.	Alekseev, Evgeny 	RUS	M	1985	2642	30	GM
125.	Sokolov, Ivan 	NED	M	1968	2642	47	GM
126.	Iturrizaga Bonelli, Eduardo 	VEN	M	1989	2641	26	GM
127.	Kuzubov, Yuriy 	UKR	M	1990	2641	25	GM
128.	Sethuraman, S.P. 	IND	M	1993	2640	22	GM
129.	Volokitin, Andrei 	UKR	M	1986	2639	29	GM
130.	Sasikiran, Krishnan 	IND	M	1981	2639	34	GM
131.	Lenic, Luka 	SLO	M	1988	2639	27	GM
132.	Shankland, Samuel L 	USA	M	1991	2638	24	GM
133.	Azmaiparashvili, Zurab 	GEO	M	1960	2637	55	GM
134.	Zherebukh, Yaroslav 	USA	M	1993	2637	22	GM
135.	Rakhmanov, Aleksandr 	RUS	M	1989	2637	26	GM
136.	Amin, Bassem 	EGY	M	1988	2636	27	GM
137.	Edouard, Romain 	FRA	M	1990	2636	25	GM
138.	Sutovsky, Emil 	ISR	M	1977	2635	38	GM
139.	Fedorchuk, Sergey A. 	UKR	M	1981	2635	34	GM
140.	Anton Guijarro, David 	ESP	M	1995	2634	20	GM
141.	Akobian, Varuzhan 	USA	M	1983	2634	32	GM
142.	Nguyen, Ngoc Truong Son 	VIE	M	1990	2634	25	GM
143.	Guseinov, Gadir 	AZE	M	1986	2634	29	GM
144.	Van Wely, Loek 	NED	M	1972	2632	43	GM
145.	Papaioannou, Ioannis 	GRE	M	1976	2632	39	GM
146.	Leitao, Rafael 	BRA	M	1979	2632	36	GM
147.	Kobalia, Mikhail 	RUS	M	1978	2632	37	GM
148.	Solak, Dragan 	TUR	M	1980	2631	35	GM
149.	Predojevic, Borki 	BIH	M	1987	2631	28	GM
150.	Zubov, Alexander 	UKR	M	1983	2630	32	GM
151.	Hovhannisyan, Robert 	ARM	M	1991	2630	24	GM
152.	Gustafsson, Jan 	GER	M	1979	2630	36	GM
153.	Kempinski, Robert 	POL	M	1977	2630	38	GM
154.	Sadvakasov, Darmen 	KAZ	M	1979	2629	36	GM
155.	Gupta, Abhijeet 	IND	M	1989	2629	26	GM
156.	Nyzhnyk, Illya 	UKR	M	1996	2628	19	GM
157.	Oleksiyenko, Mykhaylo 	UKR	M	1986	2628	29	GM
158.	Naroditsky, Daniel 	USA	M	1995	2628	20	GM
159.	Karpov, Anatoly 	RUS	M	1951	2628	64	GM
160.	Landa, Konstantin 	RUS	M	1972	2626	43	GM
161.	Lupulescu, Constantin 	ROU	M	1984	2626	31	GM
162.	Petrosian, Tigran L. 	ARM	M	1984	2625	31	GM
163.	Ipatov, Alexander 	TUR	M	1993	2625	22	GM
164.	Salem, A.R. Saleh 	UAE	M	1993	2624	22	GM
165.	Piket, Jeroen 	NED	M	1969	2624	46	GM
166.	Fier, Alexandr 	BRA	M	1988	2624	27	GM
167.	Jones, Gawain C B 	ENG	M	1987	2623	28	GM
168.	Bauer, Christian 	FRA	M	1977	2623	38	GM
169.	Lenderman, Aleksandr 	USA	M	1989	2623	26	GM
170.	Beliavsky, Alexander G 	SLO	M	1953	2622	62	GM
171.	Bartel, Mateusz 	POL	M	1985	2622	30	GM
172.	Melkumyan, Hrant 	ARM	M	1989	2622	26	GM
173.	Feller, Sebastien 	FRA	M	1991	2622	24	GM
174.	Perunovic, Milos 	SRB	M	1984	2622	31	GM
175.	Zhao, Jun 	CHN	M	1986	2621	29	GM
176.	Kravtsiv, Martyn 	UKR	M	1990	2621	25	GM
177.	Wen, Yang 	CHN	M	1988	2620	27	GM
178.	Krasenkow, Michal 	POL	M	1963	2620	52	GM
179.	Swiercz, Dariusz 	POL	M	1994	2620	21	GM
180.	Seirawan, Yasser 	USA	M	1960	2620	55	GM
181.	L'Ami, Erwin 	NED	M	1985	2619	30	GM
182.	Vovk, Andrey 	UKR	M	1991	2619	24	GM
183.	Zhang, Zhong 	SIN	M	1978	2619	37	GM
184.	Milov, Vadim 	SUI	M	1972	2618	43	GM
185.	Khalifman, Alexander 	RUS	M	1966	2618	49	GM
186.	Van Kampen, Robin 	NED	M	1994	2618	21	GM
187.	Durarbayli, Vasif 	AZE	M	1992	2618	23	GM
188.	Kononenko, Dmitry 	UKR	M	1988	2618	27	GM
189.	Vovk, Yuri 	UKR	M	1988	2617	27	GM
190.	Baklan, Vladimir 	UKR	M	1978	2617	37	GM
191.	Prohaszka, Peter 	HUN	M	1992	2617	23	GM
192.	Erdos, Viktor 	HUN	M	1987	2617	28	GM
193.	Markus, Robert 	SRB	M	1983	2617	32	GM
194.	Drozdovskij, Yuri 	UKR	M	1984	2616	31	GM
195.	Smirnov, Pavel 	RUS	M	1982	2616	33	GM
196.	Delgado Ramirez, Neuris 	PAR	M	1981	2615	34	GM
197.	Salgado Lopez, Ivan 	ESP	M	1991	2615	24	GM
198.	Buhmann, Rainer 	GER	M	1981	2615	34	GM
199.	Smeets, Jan 	NED	M	1985	2614	30	GM
200.	Belov, Vladimir 	RUS	M	1984	2614	31	GM
201.	Kozul, Zdenko 	CRO	M	1966	2614	49	GM
202.	Banikas, Hristos 	GRE	M	1978	2614	37	GM
203.	Chernin, Alexander 	HUN	M	1960	2614	55	GM
204.	Hracek, Zbynek 	CZE	M	1970	2613	45	GM
205.	Onischuk, Vladimir 	UKR	M	1991	2612	24	GM
206.	Tiviakov, Sergei 	NED	M	1973	2612	42	GM
207.	Galkin, Alexander 	RUS	M	1979	2611	36	GM
208.	Hansen, Curt 	DEN	M	1964	2611	51	GM
209.	Miton, Kamil 	POL	M	1984	2610	31	GM
210.	Dautov, Rustem 	GER	M	1965	2610	50	GM
211.	Hodgson, Julian M 	ENG	M	1963	2609	52	GM
212.	Pilavov, Georgy 	UKR	M	1974	2609	41	GM
213.	Miroshnichenko, Evgenij 	UKR	M	1978	2609	37	GM
214.	Cordova, Emilio 	PER	M	1991	2609	24	GM
215.	Piorun, Kacper 	POL	M	1991	2609	24	GM
216.	Turov, Maxim 	RUS	M	1979	2609	36	GM
217.	Mastrovasilis, Dimitrios 	GRE	M	1983	2608	32	GM
218.	Kovalyov, Anton 	CAN	M	1992	2608	23	GM
219.	Bologan, Viktor 	MDA	M	1971	2607	44	GM
220.	Mchedlishvili, Mikheil 	GEO	M	1979	2607	36	GM
221.	Georgiev, Kiril 	BUL	M	1965	2607	50	GM
222.	Zhou, Jianchao 	CHN	M	1988	2606	27	GM
223.	Aleksandrov, Aleksej 	BLR	M	1973	2606	42	GM
224.	Mecking, Henrique 	BRA	M	1952	2606	63	GM
225.	Jumabayev, Rinat 	KAZ	M	1989	2606	26	GM
226.	Vescovi, Giovanni 	BRA	M	1978	2606	37	GM
227.	Agdestein, Simen 	NOR	M	1967	2606	48	GM
228.	Stellwagen, Daniel 	NED	M	1987	2605	28	GM
229.	Banusz, Tamas 	HUN	M	1989	2604	26	GM
230.	Ponkratov, Pavel 	RUS	M	1988	2604	27	GM
231.	Pashikian, Arman 	ARM	M	1987	2603	28	GM
232.	Kokarev, Dmitry 	RUS	M	1982	2603	33	GM
233.	Grigoriants, Sergey 	RUS	M	1983	2603	32	GM
234.	Nikolic, Predrag 	BIH	M	1960	2603	55	GM
235.	Burke, John M 	USA	M	2001	2603	14	FM
236.	Goganov, Aleksey 	RUS	M	1991	2603	24	GM
237.	Ye, Jiangchuan 	CHN	M	1960	2602	55	GM
238.	Stefansson, Hannes 	ISL	M	1972	2602	43	GM
239.	Ma, Qun 	CHN	M	1991	2602	24	GM
240.	Illescas Cordoba, Miguel 	ESP	M	1965	2602	50	GM
241.	Istratescu, Andrei 	FRA	M	1975	2602	40	GM
242.	Vladimirov, Yevgeniy 	KAZ	M	1957	2601	58	GM
243.	Nyback, Tomi 	FIN	M	1985	2601	30	GM
244.	Ter-Sahakyan, Samvel 	ARM	M	1993	2601	22	GM
245.	Roiz, Michael 	ISR	M	1983	2600	32	GM
246.	Grigoryan, Karen H. 	ARM	M	1995	2600	20	GM
247.	Stevic, Hrvoje 	CRO	M	1980	2600	35	GM
248.	Tregubov, Pavel V. 	RUS	M	1971	2600	44	GM
249.	Socko, Bartosz 	POL	M	1978	2599	37	GM
250.	Mareco, Sandro 	ARG	M	1987	2599	28	GM
251.	Papp, Gabor 	HUN	M	1987	2599	28	GM
252.	Hellers, Ferdinand 	SWE	M	1969	2599	46	GM
253.	Acs, Peter 	HUN	M	1981	2599	34	GM
254.	Lu, Shanglei 	CHN	M	1995	2599	20	GM
255.	Najdoski, Toni 	MKD	M	1970	2598	45	GM
256.	Avrukh, Boris 	ISR	M	1978	2598	37	GM
257.	Delchev, Aleksander 	BUL	M	1971	2598	44	GM
258.	Nunn, John D M 	ENG	M	1955	2597	60	GM
259.	Nabaty, Tamir 	ISR	M	1991	2597	24	GM
260.	Baramidze, David 	GER	M	1988	2597	27	GM
261.	Brkic, Ante 	CRO	M	1988	2597	27	GM
262.	Hamdouchi, Hicham 	FRA	M	1972	2597	43	GM
263.	Agrest, Evgenij 	SWE	M	1966	2596	49	GM
264.	Hera, Imre Jr. 	HUN	M	1986	2596	29	GM
265.	Alterman, Boris 	ISR	M	1970	2596	45	GM
266.	Adly, Ahmed 	EGY	M	1987	2596	28	GM
267.	Ghaem Maghami, Ehsan 	IRI	M	1982	2596	33	GM
268.	Graf, Alexander 	GER	M	1962	2595	53	GM
269.	Moradiabadi, Elshan 	IRI	M	1985	2595	30	GM
270.	Demchenko, Anton 	RUS	M	1987	2595	28	GM
271.	Khenkin, Igor 	GER	M	1968	2594	47	GM
272.	Rausis, Igors 	CZE	M	1961	2594	54	GM
273.	Korneev, Oleg 	ESP	M	1969	2594	46	GM
274.	Neiksans, Arturs 	LAT	M	1983	2594	32	GM
275.	Cornette, Matthieu 	FRA	M	1985	2594	30	GM
276.	Bindrich, Falko 	GER	M	1990	2594	25	GM
277.	Sakaev, Konstantin 	RUS	M	1974	2594	41	GM
278.	Moranda, Wojciech 	POL	M	1988	2594	27	GM
279.	Shimanov, Aleksandr 	RUS	M	1992	2593	23	GM
280.	Bachmann, Axel 	PAR	M	1989	2593	26	GM
281.	Reinderman, Dimitri 	NED	M	1972	2592	43	GM
282.	Volkov, Sergey 	RUS	M	1974	2592	41	GM
283.	Filippov, Anton 	UZB	M	1986	2591	29	GM
284.	Potkin, Vladimir 	RUS	M	1982	2591	33	GM
285.	Palac, Mladen 	CRO	M	1971	2591	44	GM
286.	Chadaev, Nikolai 	RUS	M	1988	2591	27	GM
287.	Peng, Xiaomin 	CHN	M	1973	2591	42	GM
288.	Kovchan, Alexander 	UKR	M	1983	2591	32	GM
289.	Amonatov, Farrukh 	TJK	M	1978	2591	37	GM
290.	Bok, Benjamin 	NED	M	1995	2591	20	GM
291.	Andriasian, Zaven 	ARM	M	1989	2591	26	GM
292.	Bogdanovich, Stanislav 	UKR	M	1993	2590	22	IM
293.	Bluvshtein, Mark 	CAN	M	1988	2590	27	GM
294.	Cori, Jorge 	PER	M	1995	2590	20	GM
295.	Mamedov, Nidjat 	AZE	M	1985	2590	30	GM
296.	Kacheishvili, Giorgi 	GEO	M	1977	2589	38	GM
297.	Milos, Gilberto 	BRA	M	1963	2589	52	GM
298.	Doettling, Fabian 	GER	M	1980	2589	35	GM
299.	Huebner, Robert 	GER	M	1948	2588	67	GM
300.	Erenburg, Sergey 	USA	M	1983	2588	32	GM
301.	Bluebaum, Matthias 	GER	M	1997	2588	18	GM
302.	Solodovnichenko, Yuri 	UKR	M	1978	2588	37	GM
303.	Svetushkin, Dmitry 	MDA	M	1980	2586	35	GM
304.	Tomczak, Jacek 	POL	M	1990	2586	25	GM
305.	Gurevich, Ilya 	USA	M	1972	2586	43	GM
306.	Ramirez, Alejandro 	USA	M	1988	2586	27	GM
307.	Parligras, Mircea-Emilian 	ROU	M	1980	2586	35	GM
308.	Yilmaz, Mustafa 	TUR	M	1992	2585	23	GM
309.	Kazhgaleyev, Murtas 	KAZ	M	1973	2585	42	GM
310.	David, Alberto 	ITA	M	1970	2585	45	GM
311.	Gabuzyan, Hovhannes 	ARM	M	1995	2585	20	GM
312.	Goloshchapov, Alexander 	UKR	M	1978	2585	37	GM
313.	Gareyev, Timur 	USA	M	1988	2584	27	GM
314.	Ovsejevitsch, Sergei 	UKR	M	1974	2584	41	GM
315.	Giorgadze, Giorgi 	GEO	M	1964	2584	51	GM
316.	Saric, Ante 	CRO	M	1984	2584	31	GM
317.	Zhigalko, Andrey 	BLR	M	1985	2584	30	GM
318.	Markowski, Tomasz 	POL	M	1975	2583	40	GM
319.	Iordachescu, Viorel 	MDA	M	1977	2583	38	GM
320.	Sumets, Andrey 	UKR	M	1980	2583	35	GM
321.	Spoelman, Wouter 	NED	M	1990	2583	25	GM
322.	Damljanovic, Branko 	SRB	M	1961	2583	54	GM
323.	Yin, Hao 	CHN	M	1979	2583	36	IM
324.	Maze, Sebastien 	FRA	M	1984	2582	31	GM
325.	Maletin, Pavel 	RUS	M	1986	2581	29	GM
326.	Shengelia, David 	AUT	M	1980	2581	35	GM
327.	Ortiz Suarez, Isan Reynaldo 	CUB	M	1985	2581	30	GM
328.	Huzman, Alexander 	ISR	M	1962	2580	53	GM
329.	Azarov, Sergei 	BLR	M	1983	2580	32	GM
330.	Vorobiov, Evgeny E. 	RUS	M	1976	2580	39	GM
331.	Sengupta, Deep 	IND	M	1988	2580	27	GM
332.	Marin, Mihail 	ROU	M	1965	2580	50	GM
333.	Mista, Aleksander 	POL	M	1983	2580	32	GM
334.	Jojua, Davit 	GEO	M	1989	2580	26	GM
335.	Dokhoian, Yury 	RUS	M	1964	2580	51	GM
336.	Macieja, Bartlomiej 	POL	M	1977	2579	38	GM
337.	Guliyev, Namig 	AZE	M	1974	2579	41	GM
338.	Danin, Alexandre 	RUS	M	1986	2579	29	GM
339.	Vocaturo, Daniele 	ITA	M	1989	2579	26	GM
340.	Koneru, Humpy 	IND	F	1987	2578	28	GM
341.	Michalik, Peter 	SVK	M	1990	2578	25	GM
342.	Christiansen, Larry M 	USA	M	1956	2577	59	GM
343.	Donchenko, Alexander 	GER	M	1998	2577	17	GM
344.	Vaganian, Rafael A 	ARM	M	1951	2577	64	GM
345.	Polgar, Zsuzsa 	USA	F	1969	2577	46	GM
346.	Izoria, Zviad 	USA	M	1984	2576	31	GM
347.	Pridorozhni, Aleksei 	RUS	M	1981	2575	34	GM
348.	Kulaots, Kaido 	EST	M	1976	2575	39	GM
349.	Wagner, Dennis 	GER	M	1997	2575	18	GM
350.	Lputian, Smbat G 	ARM	M	1958	2574	57	GM
351.	Xie, Jun 	CHN	F	1970	2574	45	GM
352.	Mozharov, Mikhail 	RUS	M	1990	2573	25	GM
353.	Hansen, Eric 	CAN	M	1992	2573	23	GM
354.	Romanov, Evgeny 	RUS	M	1988	2573	27	GM
355.	Berg, Emanuel 	SWE	M	1981	2573	34	GM
356.	Korotylev, Alexey 	RUS	M	1977	2573	38	GM
357.	Dzagnidze, Nana 	GEO	F	1987	2573	28	GM
358.	Dyachkov, Sergej 	RUS	M	1976	2572	39	GM
359.	Vuckovic, Bojan 	SRB	M	1980	2572	35	GM
360.	Kolev, Atanas 	BUL	M	1967	2572	48	GM
361.	Le Roux, Jean-Pierre 	FRA	M	1982	2572	33	GM
362.	Stukopin, Andrey 	RUS	M	1994	2572	21	GM
363.	Zhang, Pengxiang 	CHN	M	1980	2572	35	GM
364.	Pantsulaia, Levan 	GEO	M	1986	2572	29	GM
365.	Jussupow, Artur 	GER	M	1960	2572	55	GM
366.	Markos, Jan 	SVK	M	1985	2571	30	GM
367.	Schlosser, Philipp 	GER	M	1968	2571	47	GM
368.	Ljubojevic, Ljubomir 	SRB	M	1950	2571	65	GM
369.	Esen, Baris 	TUR	M	1986	2570	29	GM
370.	Flores, Diego 	ARG	M	1982	2570	33	GM
371.	Kraemer, Martin 	GER	M	1987	2570	28	GM
372.	Atalik, Suat 	TUR	M	1964	2570	51	GM
373.	Felgaer, Ruben 	ARG	M	1981	2570	34	GM
374.	Gelashvili, Tamaz 	GEO	M	1978	2570	37	GM
375.	Luther, Thomas 	GER	M	1969	2570	46	GM
376.	Morovic Fernandez, Ivan 	CHI	M	1963	2570	52	GM
377.	Tukhaev, Adam 	UKR	M	1988	2569	27	GM
378.	Rowson, Jonathan 	SCO	M	1977	2569	38	GM
379.	Idani, Pouya 	IRI	M	1995	2569	20	GM
380.	Kharitonov, Alexandr 	RUS	M	1986	2569	29	GM
381.	Oparin, Grigoriy 	RUS	M	1997	2569	18	GM
382.	Pert, Nicholas 	ENG	M	1981	2569	34	GM
383.	Indjic, Aleksandar 	SRB	M	1995	2569	20	GM
384.	Antipov, Mikhail Al. 	RUS	M	1997	2569	18	GM
385.	Hess, Robert L 	USA	M	1991	2569	24	GM
386.	Gozzoli, Yannick 	FRA	M	1983	2569	32	GM
387.	Vajda, Levente 	ROU	M	1981	2568	34	GM
388.	Frolyanov, Dmitry 	RUS	M	1986	2568	29	GM
389.	Grigoryan, Avetik 	ARM	M	1989	2568	26	GM
390.	Kritz, Leonid 	GER	M	1984	2568	31	GM
391.	Paichadze, Luka 	GEO	M	1991	2568	24	GM
392.	Dragun, Kamil 	POL	M	1995	2568	20	GM
393.	Savchenko, Boris 	RUS	M	1986	2567	29	GM
394.	Sandipan, Chanda 	IND	M	1983	2567	32	GM
395.	Braun, Arik 	GER	M	1988	2567	27	GM
396.	Dorfman, Iossif 	FRA	M	1952	2567	63	GM
397.	Hansen, Sune Berg 	DEN	M	1971	2566	44	GM
398.	Shkuro, Iuri 	UKR	M	1982	2566	33	GM
399.	Stocek, Jiri 	CZE	M	1977	2566	38	GM
400.	Maslak, Konstantin 	RUS	M	1984	2566	31	GM
401.	Belous, Vladimir 	RUS	M	1993	2566	22	GM
402.	Steingrimsson, Hedinn 	ISL	M	1975	2566	40	GM
403.	Van den Doel, Erik 	NED	M	1979	2565	36	GM
404.	Vazquez Igarza, Renier 	ESP	M	1979	2565	36	GM
405.	Borisek, Jure 	SLO	M	1986	2565	29	GM
406.	Xiu, Deshun 	CHN	M	1989	2565	26	GM
407.	Saric, Ibro 	BIH	M	1982	2565	33	GM
408.	Shomoev, Anton 	RUS	M	1981	2565	34	GM
409.	Borovikov, Vladislav 	UKR	M	1973	2564	42	GM
410.	Winants, Luc 	BEL	M	1963	2564	52	GM
411.	Wolff, Patrick G 	USA	M	1968	2564	47	GM
412.	Pavasovic, Dusko 	SLO	M	1976	2564	39	GM
413.	Dervishi, Erald 	ALB	M	1979	2564	36	GM
414.	Perez Ponsa, Federico 	ARG	M	1993	2563	22	GM
415.	Jianu, Vlad-Cristian 	ROU	M	1984	2563	31	GM
416.	Nigalidze, Gaioz 	GEO	M	1989	2563	26	GM
417.	Peralta, Fernando 	ARG	M	1979	2563	36	GM
418.	Novikov, Igor A 	USA	M	1962	2563	53	GM
419.	Hawkins, Jonathan 	ENG	M	1983	2563	32	GM
420.	Szabo, Gergely-Andras-Gyula 	ROU	M	1983	2563	32	GM
421.	Dziuba, Marcin 	POL	M	1983	2562	32	GM
422.	Timman, Jan H 	NED	M	1951	2562	64	GM
423.	Kruppa, Yuri 	UKR	M	1964	2562	51	GM
424.	Perez Candelario, Manuel 	ESP	M	1983	2562	32	GM
425.	Lintchevski, Daniil 	RUS	M	1990	2562	25	GM
426.	Vaibhav, Suri 	IND	M	1997	2561	18	GM
427.	Nikolaidis, Ioannis 	GRE	M	1971	2561	44	GM
428.	Gretarsson, Hjorvar Steinn 	ISL	M	1993	2561	22	GM
429.	Ivanov, Sergey 	RUS	M	1961	2561	54	GM
430.	Kaidanov, Gregory S 	USA	M	1959	2561	56	GM
431.	Yemelin, Vasily 	RUS	M	1976	2561	39	GM
432.	Dvirnyy, Danyyil 	ITA	M	1990	2560	25	GM
433.	Bocharov, Dmitry 	RUS	M	1982	2560	33	GM
434.	Dolmatov, Sergey 	RUS	M	1959	2560	56	GM
435.	Ribli, Zoltan 	HUN	M	1951	2559	64	GM
